lead_id,customer_summary,agent_summary,stage
6500,"Called to cancel an appointment and did not reschedule, stating they would call back later.","Confirmed the cancellation and offered to assist with rescheduling when they were ready, but they declined.",0
6501,"Inquired about the cost of a routine cleaning and a check-up, mentioning they haven't been to a dentist in over a year.",Provided the standard pricing for the services and suggested they book a new patient exam to get a full assessment.,1
6502,Expressed concerns about the pain involved in a root canal and asked if there were alternative procedures available.,Reassured them that modern techniques minimize discomfort and explained the necessity of a root canal to save the tooth.,1
6503,Had a general question about bad breath and if the clinic could help them figure out the cause.,Explained that bad breath could have several causes and recommended a comprehensive exam to determine the issue.,1
6504,Asked if they accept a specific insurance provider and if they could check their coverage for a crown.,Confirmed they are in-network with that provider and offered to verify their benefits with the insurance company.,1
6505,Asked if the clinic offers sedation for dental procedures and if it's covered by insurance.,Confirmed they offer various sedation options and noted that coverage depends on the specific policy.,1
6506,Inquired about getting a single tooth whitened to match the rest of their teeth after a root canal.,"Explained the internal whitening procedure and provided a cost estimate, suggesting a consultation to evaluate the case.",1
6507,Asked if the clinic could help with a sore jaw and general teeth grinding issues.,Explained the clinic's approach to treating TMD and suggested they book an exam to determine the best course of action.,1
6508,Inquired about the cost of a deep cleaning versus a regular cleaning.,Explained the difference between the two procedures and gave a price comparison for both services.,1
6509,Expressed interest in dental bonding for a small chip and asked if it was a good option for them.,Explained the benefits of bonding for minor chips and suggested a consultation to see if it was the right choice.,1
6510,Asked about the cost of an oral cancer screening and what it involves.,Explained that an oral cancer screening is included in a regular exam and gave the price for a new patient visit.,1
6511,Asked about the cost of a dental crown and whether the clinic uses a specific type of material.,"Gave the typical price range for a crown and explained the different materials available, such as porcelain and zirconia.",1
6512,"Inquired about the different types of fillings available, specifically mentioning composite and amalgam.","Explained the differences between the materials and the pros and cons of each, noting that the dentist would recommend the best one.",1
6513,Expressed interest in invisible aligners and asked to know more about the process.,Described the different stages of aligner treatment and encouraged them to come in for a free consultation.,1
6514,Called to check if they were in-network with a new insurance plan they had recently acquired.,Confirmed they were in-network and offered to verify their coverage for a specific procedure.,1
6515,Expressed dissatisfaction with their current dentist and asked if this clinic was accepting new patients.,Confirmed they are accepting new patients and invited them to book a 'get to know us' consultation.,1
6516,Had questions about the cost of a complete set of dentures and whether the clinic offers them.,"Confirmed they offer dentures and gave a price range, noting that a custom quote would require an exam.",1
6517,Inquired about the cost of a wisdom tooth extraction and if they offer sedation.,Gave a price range for the extraction and confirmed they offer various sedation options.,1
6518,Asked about the possibility of getting a dental implant after an extraction and if they do same-day procedures.,Explained that implants are not typically same-day procedures and walked them through the multi-step process.,1
6519,"Mentioned they have a fear of dentists and are looking for a gentle, friendly clinic.",Empathized with their concerns and reassured them that the clinic's staff are known for being patient and gentle.,1
6520,Had a general question about their insurance and whether they could use their annual coverage for a specific procedure.,Offered to look up their specific plan details and verify their remaining benefits for the year.,1
6521,Asked about the safety and process of professional teeth whitening for sensitive teeth.,Explained the clinic's use of desensitizing agents and customized trays to minimize sensitivity during the process.,1
6522,Mentioned they have an old silver filling they would like to have replaced with a tooth-colored one.,Confirmed that the clinic can do this procedure and gave the estimated cost of a composite filling.,1
6523,Called to inquire about the cost of a child's first dental visit and if they had any special offers for families.,Provided the cost for a pediatric exam and explained the family discount they offer for new patients.,1
6524,Had questions about the cost of a dental cleaning and exam and if they accepted their insurance plan.,Provided the standard pricing for the services and confirmed they are in-network with the insurance provider mentioned.,1
6525,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
6526,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
6527,Called to get a quote for a dental bridge to replace a missing tooth.,Gave an estimated price for the bridge and explained that an exam would be needed for a precise quote.,1
6528,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
6529,Called to check if a specific dentist was still working at the clinic and when their next availability was.,Confirmed the dentist's employment and provided their schedule for the upcoming week.,1
6530,Inquired about the cost of a deep cleaning versus a regular cleaning.,Explained the difference between the two procedures and gave a price comparison for both services.,1
6531,Had a general question about their insurance and whether the clinic accepts their plan.,Confirmed the clinic accepts their insurance and offered to check for specific coverage details.,1
6532,Called to get a quote for a dental filling for a chipped tooth.,Provided an estimated cost for the filling and suggested they book an exam for a precise quote.,1
6533,Inquired about the cost of a wisdom tooth extraction and if they offer sedation.,Gave a price range for the extraction and confirmed they offer various sedation options.,1
6534,Expressed interest in getting a brighter smile but was unsure about the process of professional whitening.,Walked them through the in-office whitening procedure and addressed their concerns about sensitivity.,1
6535,Expressed interest in dental bonding for a small chip and asked if it was a good option for them.,Explained the benefits of bonding for minor chips and suggested a consultation to see if it was the right choice.,1
6536,Had a general question about their insurance and if a specific procedure would be covered.,Offered to verify their insurance benefits and provide a breakdown of what would be covered.,1
6537,Called to inquire about the cost of a deep cleaning versus a regular cleaning.,Explained the difference between the two procedures and gave a price comparison for both services.,1
6538,Asked a general question about the benefits of an electric toothbrush versus a manual one.,Provided general information on the benefits of electric toothbrushes but did not recommend a specific treatment.,1
6539,Had questions about the cost of a complete set of dentures and whether the clinic offers them.,"Confirmed they offer dentures and gave a price range, noting that a custom quote would require an exam.",1
6540,"Inquired about the different types of fillings available, specifically mentioning composite and amalgam.","Explained the differences between the materials and the pros and cons of each, noting that the dentist would recommend the best one.",1
6541,Asked about the possibility of getting a dental implant after an extraction and if they do same-day procedures.,Explained that implants are not typically same-day procedures and walked them through the multi-step process.,1
6542,"Mentioned they have a fear of dentists and are looking for a gentle, friendly clinic.",Empathized with their concerns and reassured them that the clinic's staff are known for being patient and gentle.,1
6543,Said they were looking for a pediatric dentist and wanted to know about the clinic's experience with children.,Detailed the clinic's approach to pediatric dentistry and the services they offer for young patients.,1
6544,Inquired about the cost of a child's first dental visit and if they had any special offers for families.,Provided the cost for a pediatric exam and explained the family discount they offer for new patients.,1
6545,Expressed dissatisfaction with their current dentist and asked if this clinic was accepting new patients.,Confirmed they are accepting new patients and invited them to book a 'get to know us' consultation.,1
6546,Had a general question about their insurance and whether they could use their annual coverage for a specific procedure.,Offered to look up their specific plan details and verify their remaining benefits for the year.,1
6547,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
6548,Inquired about the cost of a wisdom tooth extraction and if they offer sedation.,Gave a price range for the extraction and confirmed they offer various sedation options.,1
6549,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
6550,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
6551,Asked about the possibility of getting a dental implant after an extraction and if they do same-day procedures.,Explained that implants are not typically same-day procedures and walked them through the multi-step process.,1
6552,"Mentioned they have a fear of dentists and are looking for a gentle, friendly clinic.",Empathized with their concerns and reassured them that the clinic's staff are known for being patient and gentle.,1
6553,Called about getting a second opinion on a recommended crown and asked about the fee for a consultation.,Informed them of the consultation fee and mentioned that a full exam would be needed to give a proper second opinion.,1
6554,Asked for a general price estimate for a crown and if they could pay in installments.,Gave a typical price range for a crown and discussed the clinic's various payment plan options and financing partners.,1
6555,Said they were looking for a pediatric dentist and wanted to know about the clinic's experience with children.,Detailed the clinic's approach to pediatric dentistry and the services they offer for young patients.,1
6556,Asked about the safety and process of professional teeth whitening for sensitive teeth.,Explained the clinic's use of desensitizing agents and customized trays to minimize sensitivity during the process.,1
6557,Mentioned they have an old silver filling they would like to have replaced with a tooth-colored one.,Confirmed that the clinic can do this procedure and gave the estimated cost of a composite filling.,1
6558,Had a general question about their insurance and whether they could use their annual coverage for a specific procedure.,Offered to look up their specific plan details and verify their remaining benefits for the year.,1
6559,Called to check if a specific dentist was still working at the clinic and when their next availability was.,Confirmed the dentist's employment and provided their schedule for the upcoming week.,1
6560,Called to inquire about the cost of a deep cleaning versus a regular cleaning.,Explained the difference between the two procedures and gave a price comparison for both services.,1
6561,Had a general question about their insurance and whether the clinic accepts their plan.,Confirmed the clinic accepts their insurance and offered to check for specific coverage details.,1
6562,Expressed interest in dental bonding for a small chip and asked if it was a good option for them.,Explained the benefits of bonding for minor chips and suggested a consultation to see if it was the right choice.,1
6563,Called to get a quote for a dental bridge to replace a missing tooth.,Gave an estimated price for the bridge and explained that an exam would be needed for a precise quote.,1
6564,Expressed curiosity about invisible aligners and asked to know more about the process.,Described the different stages of aligner treatment and encouraged them to come in for a free consultation.,1
6565,Called to ask about the cost of an oral cancer screening and what it involves.,Explained that an oral cancer screening is included in a regular exam and gave the price for a new patient visit.,1
6566,Inquired about getting a single tooth whitened to match the rest of their teeth after a root canal.,"Explained the internal whitening procedure and provided a cost estimate, suggesting a consultation to evaluate the case.",1
6567,Asked if the clinic could help with a sore jaw and general teeth grinding issues.,Explained the clinic's approach to treating TMD and suggested they book an exam to determine the best course of action.,1
6568,Called to check if they were in-network with a new insurance plan they had recently acquired.,Confirmed they were in-network and offered to verify their coverage for a specific procedure.,1
6569,Inquired about the cost of a child's first dental visit and if they had any special offers for families.,Provided the cost for a pediatric exam and explained the family discount they offer for new patients.,1
6570,Asked about the cost of a routine dental cleaning and exam and if they accepted their insurance plan.,Provided the standard pricing for the services and confirmed they are in-network with the insurance provider mentioned.,1
6571,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
6572,Asked if the clinic offers sedation for dental procedures and if it's covered by insurance.,Confirmed they offer various sedation options and noted that coverage depends on the specific policy.,1
6573,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
6574,Expressed dissatisfaction with their current dentist and asked if this clinic was accepting new patients.,Confirmed they are accepting new patients and invited them to book a 'get to know us' consultation.,1
6575,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
6576,Had questions about the cost of a complete set of dentures and whether the clinic offers them.,"Confirmed they offer dentures and gave a price range, noting that a custom quote would require an exam.",1
6577,"Inquired about the different types of fillings available, specifically mentioning composite and amalgam.","Explained the differences between the materials and the pros and cons of each, noting that the dentist would recommend the best one.",1
6578,Asked about the possibility of getting a dental implant after an extraction and if they do same-day procedures.,Explained that implants are not typically same-day procedures and walked them through the multi-step process.,1
6579,"Mentioned they have a fear of dentists and are looking for a gentle, friendly clinic.",Empathized with their concerns and reassured them that the clinic's staff are known for being patient and gentle.,1
6580,Had a general question about their insurance and whether they could use their annual coverage for a specific procedure.,Offered to look up their specific plan details and verify their remaining benefits for the year.,1
6581,Asked about the safety and process of professional teeth whitening for sensitive teeth.,Explained the clinic's use of desensitizing agents and customized trays to minimize sensitivity during the process.,1
6582,Mentioned they have an old silver filling they would like to have replaced with a tooth-colored one.,Confirmed that the clinic can do this procedure and gave the estimated cost of a composite filling.,1
6583,Called to inquire about the cost of a child's first dental visit and if they had any special offers for families.,Provided the cost for a pediatric exam and explained the family discount they offer for new patients.,1
6584,Had questions about the cost of a dental cleaning and exam and if they accepted their insurance plan.,Provided the standard pricing for the services and confirmed they are in-network with the insurance provider mentioned.,1
6585,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
6586,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
6587,Called to get a quote for a dental bridge to replace a missing tooth.,Gave an estimated price for the bridge and explained that an exam would be needed for a precise quote.,1
6588,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
6589,Called to check if a specific dentist was still working at the clinic and when their next availability was.,Confirmed the dentist's employment and provided their schedule for the upcoming week.,1
6590,Called to inquire about the cost of a deep cleaning versus a regular cleaning.,Explained the difference between the two procedures and gave a price comparison for both services.,1
6591,Had a general question about their insurance and whether the clinic accepts their plan.,Confirmed the clinic accepts their insurance and offered to check for specific coverage details.,1
6592,Called to get a quote for a dental filling for a chipped tooth.,Provided an estimated cost for the filling and suggested they book an exam for a precise quote.,1
6593,Inquired about the cost of a wisdom tooth extraction and if they offer sedation.,Gave a price range for the extraction and confirmed they offer various sedation options.,1
6594,Expressed interest in getting a brighter smile but was unsure about the process of professional whitening.,Walked them through the in-office whitening procedure and addressed their concerns about sensitivity.,1
6595,Expressed interest in dental bonding for a small chip and asked if it was a good option for them.,Explained the benefits of bonding for minor chips and suggested a consultation to see if it was the right choice.,1
6596,Had a general question about their insurance and if a specific procedure would be covered.,Offered to verify their insurance benefits and provide a breakdown of what would be covered.,1
6597,Called to inquire about the cost of a deep cleaning versus a regular cleaning.,Explained the difference between the two procedures and gave a price comparison for both services.,1
6598,Asked a general question about the benefits of an electric toothbrush versus a manual one.,Provided general information on the benefits of electric toothbrushes but did not recommend a specific treatment.,1
6599,Had questions about the cost of a complete set of dentures and whether the clinic offers them.,"Confirmed they offer dentures and gave a price range, noting that a custom quote would require an exam.",1
6600,"Inquired about the different types of fillings available, specifically mentioning composite and amalgam.","Explained the differences between the materials and the pros and cons of each, noting that the dentist would recommend the best one.",1
6601,Asked about the possibility of getting a dental implant after an extraction and if they do same-day procedures.,Explained that implants are not typically same-day procedures and walked them through the multi-step process.,1
6602,"Mentioned they have a fear of dentists and are looking for a gentle, friendly clinic.",Empathized with their concerns and reassured them that the clinic's staff are known for being patient and gentle.,1
6603,Said they were looking for a pediatric dentist and wanted to know about the clinic's experience with children.,Detailed the clinic's approach to pediatric dentistry and the services they offer for young patients.,1
6604,Inquired about the cost of a child's first dental visit and if they had any special offers for families.,Provided the cost for a pediatric exam and explained the family discount they offer for new patients.,1
6605,Expressed dissatisfaction with their current dentist and asked if this clinic was accepting new patients.,Confirmed they are accepting new patients and invited them to book a 'get to know us' consultation.,1
6606,Had a general question about their insurance and whether they could use their annual coverage for a specific procedure.,Offered to look up their specific plan details and verify their remaining benefits for the year.,1
6607,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
6608,Inquired about the cost of a wisdom tooth extraction and if they offer sedation.,Gave a price range for the extraction and confirmed they offer various sedation options.,1
6609,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
6610,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
6611,Asked about the possibility of getting a dental implant after an extraction and if they do same-day procedures.,Explained that implants are not typically same-day procedures and walked them through the multi-step process.,1
6612,"Mentioned they have a fear of dentists and are looking for a gentle, friendly clinic.",Empathized with their concerns and reassured them that the clinic's staff are known for being patient and gentle.,1
6613,Called about getting a second opinion on a recommended crown and asked about the fee for a consultation.,Informed them of the consultation fee and mentioned that a full exam would be needed to give a proper second opinion.,1
6614,Asked for a general price estimate for a crown and if they could pay in installments.,Gave a typical price range for a crown and discussed the clinic's various payment plan options and financing partners.,1
6615,Said they were looking for a pediatric dentist and wanted to know about the clinic's experience with children.,Detailed the clinic's approach to pediatric dentistry and the services they offer for young patients.,1
6616,Asked about the safety and process of professional teeth whitening for sensitive teeth.,Explained the clinic's use of desensitizing agents and customized trays to minimize sensitivity during the process.,1
6617,Mentioned they have an old silver filling they would like to have replaced with a tooth-colored one.,Confirmed that the clinic can do this procedure and gave the estimated cost of a composite filling.,1
6618,Had a general question about their insurance and whether they could use their annual coverage for a specific procedure.,Offered to look up their specific plan details and verify their remaining benefits for the year.,1
6619,Called to check if a specific dentist was still working at the clinic and when their next availability was.,Confirmed the dentist's employment and provided their schedule for the upcoming week.,1
6620,Called to inquire about the cost of a deep cleaning versus a regular cleaning.,Explained the difference between the two procedures and gave a price comparison for both services.,1
6621,Had a general question about their insurance and whether the clinic accepts their plan.,Confirmed the clinic accepts their insurance and offered to check for specific coverage details.,1
6622,Expressed interest in dental bonding for a small chip and asked if it was a good option for them.,Explained the benefits of bonding for minor chips and suggested a consultation to see if it was the right choice.,1
6623,Called to get a quote for a dental bridge to replace a missing tooth.,Gave an estimated price for the bridge and explained that an exam would be needed for a precise quote.,1
6624,Expressed curiosity about invisible aligners and asked to know more about the process.,Described the different stages of aligner treatment and encouraged them to come in for a free consultation.,1
6625,Called to ask about the cost of an oral cancer screening and what it involves.,Explained that an oral cancer screening is included in a regular exam and gave the price for a new patient visit.,1
6626,Inquired about getting a single tooth whitened to match the rest of their teeth after a root canal.,"Explained the internal whitening procedure and provided a cost estimate, suggesting a consultation to evaluate the case.",1
6627,Asked if the clinic could help with a sore jaw and general teeth grinding issues.,Explained the clinic's approach to treating TMD and suggested they book an exam to determine the best course of action.,1
6628,Called to check if they were in-network with a new insurance plan they had recently acquired.,Confirmed they were in-network and offered to verify their coverage for a specific procedure.,1
6629,Inquired about the cost of a child's first dental visit and if they had any special offers for families.,Provided the cost for a pediatric exam and explained the family discount they offer for new patients.,1
6630,Asked about the cost of a routine dental cleaning and exam and if they accepted their insurance plan.,Provided the standard pricing for the services and confirmed they are in-network with the insurance provider mentioned.,1
6631,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
6632,Asked if the clinic offers sedation for dental procedures and if it's covered by insurance.,Confirmed they offer various sedation options and noted that coverage depends on the specific policy.,1
6633,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
6634,Expressed dissatisfaction with their current dentist and asked if this clinic was accepting new patients.,Confirmed they are accepting new patients and invited them to book a 'get to know us' consultation.,1
6635,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
6636,Had questions about the cost of a complete set of dentures and whether the clinic offers them.,"Confirmed they offer dentures and gave a price range, noting that a custom quote would require an exam.",1
6637,"Inquired about the different types of fillings available, specifically mentioning composite and amalgam.","Explained the differences between the materials and the pros and cons of each, noting that the dentist would recommend the best one.",1
6638,Asked about the possibility of getting a dental implant after an extraction and if they do same-day procedures.,Explained that implants are not typically same-day procedures and walked them through the multi-step process.,1
6639,"Mentioned they have a fear of dentists and are looking for a gentle, friendly clinic.",Empathized with their concerns and reassured them that the clinic's staff are known for being patient and gentle.,1
6640,Had a general question about their insurance and whether they could use their annual coverage for a specific procedure.,Offered to look up their specific plan details and verify their remaining benefits for the year.,1
6641,Asked about the safety and process of professional teeth whitening for sensitive teeth.,Explained the clinic's use of desensitizing agents and customized trays to minimize sensitivity during the process.,1
6642,Mentioned they have an old silver filling they would like to have replaced with a tooth-colored one.,Confirmed that the clinic can do this procedure and gave the estimated cost of a composite filling.,1
6643,Called to inquire about the cost of a child's first dental visit and if they had any special offers for families.,Provided the cost for a pediatric exam and explained the family discount they offer for new patients.,1
6644,Had questions about the cost of a dental cleaning and exam and if they accepted their insurance plan.,Provided the standard pricing for the services and confirmed they are in-network with the insurance provider mentioned.,1
6645,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
6646,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
6647,Called to get a quote for a dental bridge to replace a missing tooth.,Gave an estimated price for the bridge and explained that an exam would be needed for a precise quote.,1
6648,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
6649,Called to check if a specific dentist was still working at the clinic and when their next availability was.,Confirmed the dentist's employment and provided their schedule for the upcoming week.,1
6650,Called to inquire about the cost of a deep cleaning versus a regular cleaning.,Explained the difference between the two procedures and gave a price comparison for both services.,1
6651,Had a general question about their insurance and whether the clinic accepts their plan.,Confirmed the clinic accepts their insurance and offered to check for specific coverage details.,1
6652,Expressed interest in dental bonding for a small chip and asked if it was a good option for them.,Explained the benefits of bonding for minor chips and suggested a consultation to see if it was the right choice.,1
6653,Called to get a quote for a dental bridge to replace a missing tooth.,Gave an estimated price for the bridge and explained that an exam would be needed for a precise quote.,1
6654,Expressed curiosity about invisible aligners and asked to know more about the process.,Described the different stages of aligner treatment and encouraged them to come in for a free consultation.,1
6655,Called to ask about the cost of an oral cancer screening and what it involves.,Explained that an oral cancer screening is included in a regular exam and gave the price for a new patient visit.,1
6656,Inquired about getting a single tooth whitened to match the rest of their teeth after a root canal.,"Explained the internal whitening procedure and provided a cost estimate, suggesting a consultation to evaluate the case.",1
6657,Asked if the clinic could help with a sore jaw and general teeth grinding issues.,Explained the clinic's approach to treating TMD and suggested they book an exam to determine the best course of action.,1
6658,Called to check if they were in-network with a new insurance plan they had recently acquired.,Confirmed they were in-network and offered to verify their coverage for a specific procedure.,1
6659,Inquired about the cost of a child's first dental visit and if they had any special offers for families.,Provided the cost for a pediatric exam and explained the family discount they offer for new patients.,1
6660,Asked about the cost of a routine dental cleaning and exam and if they accepted their insurance plan.,Provided the standard pricing for the services and confirmed they are in-network with the insurance provider mentioned.,1
6661,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
6662,Asked if the clinic offers sedation for dental procedures and if it's covered by insurance.,Confirmed they offer various sedation options and noted that coverage depends on the specific policy.,1
6663,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
6664,Expressed dissatisfaction with their current dentist and asked if this clinic was accepting new patients.,Confirmed they are accepting new patients and invited them to book a 'get to know us' consultation.,1
6665,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
6666,Had questions about the cost of a complete set of dentures and whether the clinic offers them.,"Confirmed they offer dentures and gave a price range, noting that a custom quote would require an exam.",1
6667,"Inquired about the different types of fillings available, specifically mentioning composite and amalgam.","Explained the differences between the materials and the pros and cons of each, noting that the dentist would recommend the best one.",1
6668,Asked about the possibility of getting a dental implant after an extraction and if they do same-day procedures.,Explained that implants are not typically same-day procedures and walked them through the multi-step process.,1
6669,"Mentioned they have a fear of dentists and are looking for a gentle, friendly clinic.",Empathized with their concerns and reassured them that the clinic's staff are known for being patient and gentle.,1
6670,Had a general question about their insurance and whether they could use their annual coverage for a specific procedure.,Offered to look up their specific plan details and verify their remaining benefits for the year.,1
6671,Asked about the safety and process of professional teeth whitening for sensitive teeth.,Explained the clinic's use of desensitizing agents and customized trays to minimize sensitivity during the process.,1
6672,Mentioned they have an old silver filling they would like to have replaced with a tooth-colored one.,Confirmed that the clinic can do this procedure and gave the estimated cost of a composite filling.,1
6673,Called to inquire about the cost of a child's first dental visit and if they had any special offers for families.,Provided the cost for a pediatric exam and explained the family discount they offer for new patients.,1
6674,Had questions about the cost of a dental cleaning and exam and if they accepted their insurance plan.,Provided the standard pricing for the services and confirmed they are in-network with the insurance provider mentioned.,1
6675,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
6676,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
6677,Called to get a quote for a dental bridge to replace a missing tooth.,Gave an estimated price for the bridge and explained that an exam would be needed for a precise quote.,1
6678,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
6679,Called to check if a specific dentist was still working at the clinic and when their next availability was.,Confirmed the dentist's employment and provided their schedule for the upcoming week.,1
6680,Called to inquire about the cost of a deep cleaning versus a regular cleaning.,Explained the difference between the two procedures and gave a price comparison for both services.,1
6681,Had a general question about their insurance and whether the clinic accepts their plan.,Confirmed the clinic accepts their insurance and offered to check for specific coverage details.,1
6682,Expressed interest in dental bonding for a small chip and asked if it was a good option for them.,Explained the benefits of bonding for minor chips and suggested a consultation to see if it was the right choice.,1
6683,Called to get a quote for a dental bridge to replace a missing tooth.,Gave an estimated price for the bridge and explained that an exam would be needed for a precise quote.,1
6684,Expressed curiosity about invisible aligners and asked to know more about the process.,Described the different stages of aligner treatment and encouraged them to come in for a free consultation.,1
6685,Called to ask about the cost of an oral cancer screening and what it involves.,Explained that an oral cancer screening is included in a regular exam and gave the price for a new patient visit.,1
6686,Inquired about getting a single tooth whitened to match the rest of their teeth after a root canal.,"Explained the internal whitening procedure and provided a cost estimate, suggesting a consultation to evaluate the case.",1
6687,Asked if the clinic could help with a sore jaw and general teeth grinding issues.,Explained the clinic's approach to treating TMD and suggested they book an exam to determine the best course of action.,1
6688,Called to check if they were in-network with a new insurance plan they had recently acquired.,Confirmed they were in-network and offered to verify their coverage for a specific procedure.,1
6689,Inquired about the cost of a child's first dental visit and if they had any special offers for families.,Provided the cost for a pediatric exam and explained the family discount they offer for new patients.,1
6690,Asked about the cost of a routine dental cleaning and exam and if they accepted their insurance plan.,Provided the standard pricing for the services and confirmed they are in-network with the insurance provider mentioned.,1
6691,"Questioned the necessity of having a wisdom tooth extracted, despite experiencing some discomfort.",Explained the potential risks of not removing the tooth and the reasons for the dentist's recommendation.,1
6692,Asked if the clinic offers sedation for dental procedures and if it's covered by insurance.,Confirmed they offer various sedation options and noted that coverage depends on the specific policy.,1
6693,Described sensitivity to cold drinks and inquired about what might be causing it and the cost of a consultation.,Explained that sensitivity could be a sign of different issues and gave them the price for an exam and X-rays.,1
6694,Expressed dissatisfaction with their current dentist and asked if this clinic was accepting new patients.,Confirmed they are accepting new patients and invited them to book a 'get to know us' consultation.,1
6695,Mentioned they saw a social media ad for the clinic's cosmetic services and wanted to know more.,Described the range of cosmetic treatments available and asked what they were most interested in to provide more detail.,1
6696,Had questions about the cost of a complete set of dentures and whether the clinic offers them.,"Confirmed they offer dentures and gave a price range, noting that a custom quote would require an exam.",1
6697,"Inquired about the different types of fillings available, specifically mentioning composite and amalgam.","Explained the differences between the materials and the pros and cons of each, noting that the dentist would recommend the best one.",1
6698,Asked about the possibility of getting a dental implant after an extraction and if they do same-day procedures.,Explained that implants are not typically same-day procedures and walked them through the multi-step process.,1
6699,"Mentioned they have a fear of dentists and are looking for a gentle, friendly clinic.",Empathized with their concerns and reassured them that the clinic's staff are known for being patient and gentle.,1
6700,Had a general question about their insurance and whether they could use their annual coverage for a specific procedure.,Offered to look up their specific plan details and verify their remaining benefits for the year.,1
6701,"Inquired about the clinic's nearest location and then stated, 'That's all I need, don't message me again, I am not interested in your services.'",Provided the address and confirmed that they would honor the request to not send any further messages.,0
6702,"Called to cancel an upcoming appointment and said, 'I've found another dentist and I don't want to be contacted by you anymore. Please delete my information.'",Acknowledged the cancellation and assured them that their request for no further contact and data deletion would be processed.,0
6703,"Mentioned they were just browsing online and bluntly said, 'I'm not interested in anything you offer. Remove my name from your contact list immediately.'",Confirmed that their contact details would be taken off all lists and no further communication would be sent.,0
6704,"Requested the clinic's holiday hours and followed up with a firm, 'This is for my reference only. I do not want to be contacted for any reason.'",Gave the holiday hours and affirmed that their contact information would not be used for any future outreach.,0
